metadata_id,metadata_concept_id,metadata_type_concept_id,name,value_as_string,value_as_concept_id,value_as_number,metadata_date,metadata_datetime
668077276,1147339,32880,Valid row count: drug_exposure,,0,12690.0,2026-02-03,2026-02-03 20:21:00
1615425394,1147301,32880,Time series row count: procedure_occurrence.2015,procedure_occurrence.2015,1147301,1043.0,2026-02-03,2026-02-03 21:04:10
492239604,0,32880,Target vocabulary breakdown: observation.value_as_concept_id,None,0,361.0,2026-02-03,2026-02-03 20:59:25
311618195,1147330,32880,Time series row count: measurement.2024,measurement.2024,1147330,2078.0,2026-02-03,2026-02-03 21:04:42
167186846,1147301,32880,Time series row count: procedure_occurrence.1996,procedure_occurrence.1996,1147301,216.0,2026-02-03,2026-02-03 21:03:57
1060665181,1147339,32880,Time series row count: drug_exposure.1973,drug_exposure.1973,1147339,2.0,2026-02-03,2026-02-03 21:03:10
707596381,1147339,32880,Time series row count: drug_exposure.2017,drug_exposure.2017,1147339,678.0,2026-02-03,2026-02-03 21:03:33
1219976838,1147330,32880,Vocab harmonization status: measurement - existing non-standard target remapped to standard code,,0,5.0,2026-02-03,2026-02-03 20:37:30
1245065869,1147321,32880,Date/datetime default value count: observation_period.observation_period_start_date,,0,109.0,2026-02-03,2026-02-03 21:00:03
325951768,0,32880,Delivery processing date,2026-02-03,0,,2026-02-03,2026-02-03 20:56:11
1705674231,1147301,32880,Date/datetime default value count: procedure_occurrence.procedure_datetime,,0,0.0,2026-02-03,2026-02-03 20:59:52
1262484663,1147636,32880,Final row count: metadata,metadata,1147636,0.0,2026-02-03,2026-02-03 21:02:42
1592968634,1147327,32880,Final row count: payer_plan_period,payer_plan_period,1147327,0.0,2026-02-03,2026-02-03 21:02:47
400598335,0,32880,Target vocabulary breakdown: measurement.unit_concept_id,None,0,21921.0,2026-02-03,2026-02-03 20:59:03
467635405,0,32880,Target vocabulary breakdown: procedure_occurrence.modifier_concept_id,None,0,15151.0,2026-02-03,2026-02-03 20:58:26
144501328,1147329,32880,Date/datetime default value count: condition_era.condition_era_start_date,,0,0.0,2026-02-03,2026-02-03 21:00:06
427863006,1147304,32880,Time series row count: observation.2021,observation.2021,1147304,41.0,2026-02-03,2026-02-03 21:05:04
991682903,1147499,32880,Valid column name: drug_exposure.days_supply,valid column name,0,,2026-02-03,2026-02-03 20:18:42
1936771209,1147301,32880,Time series row count: procedure_occurrence.1992,procedure_occurrence.1992,1147301,150.0,2026-02-03,2026-02-03 21:03:55
1595758642,1147489,32880,Valid column name: procedure_occurrence.visit_occurrence_id,valid column name,0,,2026-02-03,2026-02-03 20:18:52
943324903,0,32880,Type concept breakdown: drug_exposure,No matching concept,0,6381.0,2026-02-03,2026-02-03 20:56:33
85576532,1147040,32880,Valid column name: person.race_source_value,valid column name,0,,2026-02-03,2026-02-03 20:18:59
1383013861,1147339,32880,Time series row count: drug_exposure.1999,drug_exposure.1999,1147339,214.0,2026-02-03,2026-02-03 21:03:21
75886753,1147339,32880,Time series row count: drug_exposure.2014,drug_exposure.2014,1147339,820.0,2026-02-03,2026-02-03 21:03:31
1280835569,1147301,32880,Time series row count: procedure_occurrence.1981,procedure_occurrence.1981,1147301,4.0,2026-02-03,2026-02-03 21:03:47
196204518,1147339,32880,Time series row count: drug_exposure.2004,drug_exposure.2004,1147339,62.0,2026-02-03,2026-02-03 21:03:24
1318108147,1147304,32880,Time series row count: observation.2011,observation.2011,1147304,2.0,2026-02-03,2026-02-03 21:04:57
